rainfall_intensity_mmh,cumulative_24h_mm,slope_gradient_deg,dfsi_vulnerability_index,corrected_percent_flooded_area,drainage_factor,disrupted_label
5.9,59.91,29.5,0.41,0.15,0.8,0
5.17,52.45,26.6,0.277,2.15,0.5,0
3.59,38.63,32.8,0.469,5.96,0.5,0
10.06,33.78,22.2,0.132,1.36,0.5,0
12.11,51.13,36.6,0.288,5.1,0.5,0
16.3,91.2,32.5,0.312,0.28,0.2,0
30.66,170.52,40.7,0.645,4.05,0.8,1
2.64,18.08,43.9,0.276,9.79,0.8,1
10.7,50.49,42.9,0.391,2.34,0.2,0
4.26,43.17,33.7,0.664,0.22,0.2,0
9.61,75.67,27.2,0.599,4.85,0.2,1
5.49,50.01,28.2,0.639,8.18,0.2,0
43.17,216.72,34.9,0.28,1.71,0.2,1
11.09,71.8,36.4,0.227,1.77,0.5,0
25.9,151.29,22.2,0.263,1.52,0.2,1
15.31,115.74,50.7,0.044,0.43,0.2,1
19.82,60.82,20.0,0.295,1.39,1.0,0
14.32,79.21,33.8,0.836,2.1,0.8,1
5.22,21.09,32.2,0.569,2.06,0.5,0
2.47,53.09,33.5,0.287,0.88,0.2,0
3.93,60.65,32.2,0.328,3.08,0.5,0
0.17,11.34,17.3,0.614,2.95,0.2,0
6.31,42.07,50.1,0.873,1.83,0.5,1
5.98,52.78,48.0,0.555,10.38,0.8,1
6.33,39.97,32.0,0.264,12.79,0.8,1
31.03,159.81,23.9,0.453,4.32,0.5,1
20.61,134.12,23.0,0.509,1.27,0.8,1
1.5,4.97,17.3,0.194,10.58,0.5,0
3.91,51.41,33.9,0.4,4.85,0.2,0
4.69,7.4,31.0,0.563,2.21,0.5,0
3.8,6.38,29.6,0.235,8.03,0.5,0
13.62,65.5,32.0,0.571,0.64,0.8,1
6.31,28.56,41.7,0.126,4.16,1.0,0
7.22,32.28,18.1,0.442,1.24,1.0,0
16.3,74.44,32.4,0.449,3.04,0.8,1
13.94,86.43,36.2,0.323,1.3,0.2,0
1.21,21.7,47.0,0.431,3.29,0.5,0
10.64,94.33,37.2,0.257,2.14,0.2,0
4.86,44.14,32.5,0.217,3.32,0.5,0
2.97,45.77,38.0,0.342,0.3,0.5,0
0.44,25.39,50.4,0.162,0.01,0.5,0
5.68,67.37,42.3,0.796,5.81,0.8,1
3.73,50.74,19.1,0.15,1.22,0.2,0
2.46,27.17,33.1,0.185,4.51,0.5,0
10.08,80.98,38.6,0.753,0.15,0.8,1
12.47,57.01,35.4,0.535,4.12,1.0,1
2.39,29.75,29.6,0.311,4.78,0.5,0
0.43,2.26,27.3,0.111,4.68,0.8,0
16.06,73.09,34.3,0.576,7.23,0.5,1
0.09,51.36,29.5,0.26,7.56,1.0,0
23.51,119.42,29.0,0.538,0.85,1.0,1
8.4,49.01,40.3,0.703,3.28,0.8,1
3.3,37.65,27.1,0.259,0.08,0.5,0
2.41,28.66,34.7,0.459,0.35,1.0,0
0.08,26.17,41.7,0.673,2.06,0.8,1
2.28,21.7,34.2,0.568,0.15,1.0,0
1.26,33.53,31.3,0.358,1.61,0.5,0
8.05,64.57,15.7,0.167,3.88,0.5,0
1.55,44.44,35.6,0.842,6.42,1.0,1
6.39,47.14,50.6,0.503,2.17,0.8,1
7.58,53.77,39.3,0.699,2.52,0.5,1
3.01,12.74,34.5,0.441,0.02,1.0,0
0.3,10.26,30.8,0.464,7.65,0.2,0
0.32,3.97,24.4,0.552,15.74,0.5,0
0.23,20.59,35.9,0.281,2.28,0.5,0
11.42,62.63,22.8,0.427,1.37,1.0,0
3.25,14.75,42.3,0.618,0.74,0.5,0
13.52,73.75,28.1,0.597,4.9,0.5,1
4.8,7.24,29.2,0.141,2.01,0.2,0
5.13,54.53,24.1,0.61,1.57,0.8,0
6.11,38.78,31.1,0.221,3.39,0.5,0
10.61,73.48,35.6,0.321,6.34,0.2,1
2.72,21.51,26.7,0.605,4.69,0.8,0
1.1,6.63,36.2,0.398,6.33,0.8,0
6.9,70.99,34.1,0.503,2.88,1.0,1
3.37,34.28,28.5,0.38,3.26,0.5,0
4.97,74.67,27.0,0.484,0.05,0.8,0
8.85,58.0,41.2,0.147,2.14,0.5,0
5.79,42.71,13.3,0.091,6.18,0.5,0
8.23,84.03,36.6,0.474,3.68,0.5,1
6.68,58.77,29.6,0.418,4.47,0.2,0
11.44,76.73,36.6,0.282,0.61,0.2,0
10.4,127.19,31.7,0.178,9.33,0.5,1
6.49,45.2,18.8,0.461,5.25,0.2,0
9.66,51.78,48.1,0.319,8.65,0.2,1
17.58,74.4,18.9,0.693,1.29,0.2,0
4.81,37.85,22.1,0.166,3.34,0.8,0
4.52,54.98,29.7,0.641,6.19,0.5,1
12.28,90.29,45.2,0.108,2.04,0.2,1
7.43,82.85,26.5,0.809,1.58,0.2,1
0.63,29.99,33.0,0.235,1.97,0.2,0
18.93,129.56,32.0,0.418,3.85,0.2,1
0.27,26.65,27.5,0.105,1.75,0.8,0
11.73,56.29,36.0,0.727,0.94,0.8,1
12.09,98.09,31.5,0.452,2.69,0.8,1
26.01,112.6,33.2,0.302,0.27,0.2,1
0.47,13.28,23.9,0.209,8.94,0.8,0
7.72,59.73,44.1,0.166,10.27,0.2,1
4.75,67.97,20.1,0.332,15.77,1.0,1
3.41,13.2,35.9,0.212,5.37,0.5,0
0.8,0.0,42.2,0.512,6.16,0.2,0
7.03,50.77,18.8,0.647,6.94,0.2,0
5.54,65.88,15.2,0.209,0.72,0.8,0
0.94,23.76,27.5,0.27,0.87,0.5,0
8.06,31.9,38.7,0.526,6.52,0.2,0
11.38,67.05,36.6,0.355,2.05,0.8,1
12.39,66.71,39.8,0.557,5.96,1.0,1
20.04,105.16,29.2,0.652,0.59,0.2,1
4.48,32.53,49.7,0.434,0.19,0.8,1
26.0,143.25,28.4,0.445,1.92,0.5,1
17.05,94.04,39.2,0.455,1.2,0.2,1
2.99,40.51,28.0,0.717,6.35,0.5,0
1.47,20.18,24.2,0.193,9.46,0.2,0
4.86,56.38,27.6,0.657,4.03,0.8,1
4.37,52.74,23.3,0.513,0.42,0.5,0
7.29,13.08,20.9,0.29,0.06,0.2,0
7.44,53.28,28.3,0.783,5.73,0.5,1
11.78,62.42,21.6,0.408,7.8,0.8,1
6.06,23.75,31.5,0.514,11.22,0.5,0
0.94,31.1,15.7,0.568,4.8,0.5,0
16.61,108.43,30.0,0.467,0.12,0.8,1
3.15,30.44,46.1,0.744,2.48,0.5,1
30.18,154.46,28.2,0.32,2.56,0.8,1
1.07,28.34,21.3,0.254,0.17,1.0,0
27.0,136.79,26.8,0.618,9.19,0.5,1
0.81,56.9,38.8,0.439,5.48,0.2,0
2.23,25.9,27.0,0.386,0.87,0.8,0
0.41,0.14,28.8,0.341,4.01,1.0,0
10.38,46.02,38.7,0.138,6.37,0.8,0
16.14,96.6,25.5,0.368,7.31,0.2,1
4.84,36.22,31.0,0.364,7.69,0.5,0
22.43,98.29,17.6,0.426,5.83,0.2,1
7.58,51.63,22.7,0.34,3.67,0.5,0
8.45,59.81,23.9,0.399,0.34,0.5,0
15.87,95.88,30.7,0.532,1.15,0.5,1
2.99,40.12,39.7,0.782,2.89,0.2,1
3.72,28.15,28.1,0.337,1.74,1.0,0
20.09,147.77,28.8,0.534,4.72,0.5,1
19.65,71.9,26.7,0.572,0.48,0.5,1
31.88,112.51,27.2,0.324,10.91,1.0,1
19.73,65.76,29.3,0.132,1.57,0.5,0
1.16,7.37,42.8,0.854,2.77,0.5,0
14.75,80.8,14.7,0.135,1.55,0.8,0
4.48,13.24,34.2,0.58,6.09,0.2,0
39.85,150.02,42.3,0.211,0.64,0.5,1
5.43,44.78,29.6,0.558,1.66,0.5,0
6.86,35.83,34.9,0.641,3.63,0.5,0
6.41,47.36,33.3,0.287,0.18,0.8,0
3.3,0.0,27.7,0.607,3.58,0.8,0
0.66,43.68,21.3,0.337,4.53,0.8,0
19.21,105.28,24.2,0.2,11.42,0.5,1
13.79,70.76,17.3,0.311,14.06,1.0,1
1.28,30.66,37.9,0.429,1.15,0.8,0
12.75,53.89,32.2,0.389,4.2,0.5,0
8.36,32.82,38.6,0.428,0.33,0.5,0
4.47,11.58,26.4,0.302,4.86,0.2,0
2.49,27.05,39.2,0.257,1.54,0.5,0
16.7,134.48,26.9,0.337,0.91,0.2,1
10.24,48.2,20.6,0.235,0.07,0.5,0
6.74,61.39,32.2,0.459,2.84,0.2,0
7.99,74.48,45.2,0.043,0.75,0.5,0
0.81,0.0,29.6,0.706,3.29,0.2,0
5.46,80.31,31.8,0.483,2.72,0.8,1
1.83,46.78,30.4,0.74,3.66,0.2,0
1.99,37.42,30.6,0.315,1.06,0.8,0
9.2,69.92,24.1,0.566,0.48,1.0,1
20.59,126.04,29.8,0.085,5.8,0.5,1
4.4,39.27,31.4,0.27,18.02,0.8,1
1.98,46.62,37.4,0.582,1.82,1.0,1
8.89,61.46,21.4,0.185,1.86,0.5,0
17.42,125.13,33.0,0.355,7.63,0.5,1
11.73,75.81,35.2,0.564,0.73,0.2,1
17.26,70.33,28.8,0.363,1.61,0.5,0
6.54,59.87,32.5,0.276,1.24,0.2,0
11.85,67.88,36.4,0.491,0.51,1.0,1
1.28,0.0,30.7,0.641,2.98,0.8,0
3.64,38.71,27.6,0.693,3.75,0.8,0
4.2,29.74,39.9,0.65,8.01,0.2,1
6.09,59.01,48.9,0.313,3.97,0.8,1
22.49,82.27,24.1,0.554,0.2,0.5,1
17.63,84.61,42.4,0.547,0.19,0.5,1
1.23,42.99,32.5,0.096,0.23,1.0,0
1.61,22.19,30.3,0.328,1.11,0.2,0
3.76,35.4,42.5,0.389,1.1,0.8,0
2.92,52.38,43.3,0.563,5.68,1.0,1
8.11,50.86,25.9,0.207,0.19,0.2,0
19.81,91.73,28.2,0.216,3.58,0.8,1
27.86,123.68,40.8,0.62,3.45,0.5,1
9.01,63.82,31.3,0.646,2.73,0.5,1
15.48,95.88,26.3,0.353,0.09,0.5,0
6.33,61.73,46.4,0.38,6.63,0.8,1
1.99,31.83,24.2,0.31,1.8,0.8,0
6.32,43.7,33.9,0.208,2.26,0.5,0
6.88,49.31,29.9,0.243,4.21,0.2,0
11.53,25.05,30.4,0.39,4.14,1.0,0
2.11,60.41,19.9,0.445,1.23,0.8,0
3.9,17.26,25.4,0.709,0.04,1.0,0
3.85,58.49,22.4,0.39,6.22,0.2,0
27.24,186.5,37.5,0.309,5.37,1.0,1
4.99,44.2,36.1,0.453,3.89,0.8,1
11.96,64.57,38.8,0.412,10.38,0.5,1
11.81,106.56,36.1,0.217,0.87,0.5,1
2.62,41.98,20.9,0.715,0.42,0.5,0
7.21,49.71,47.8,0.502,25.0,0.8,1
19.1,68.32,23.2,0.215,7.71,0.8,1
5.48,40.76,28.0,0.221,0.16,0.8,0
24.67,119.43,36.3,0.727,1.52,0.5,1
2.05,11.7,21.4,0.201,2.77,0.2,0
0.65,33.05,22.6,0.607,3.76,0.5,0
18.87,100.27,41.8,0.762,2.05,0.8,1
16.0,90.49,27.5,0.383,0.35,1.0,1
41.69,255.75,35.2,0.162,2.43,0.5,1
9.67,66.01,41.1,0.263,3.01,0.8,1
23.46,140.74,47.3,0.384,1.44,0.5,1
14.91,88.69,23.9,0.684,0.66,0.2,1
15.82,90.85,20.7,0.613,2.77,0.2,1
7.16,70.74,37.2,0.877,1.24,0.2,1
4.1,34.68,23.2,0.772,1.04,0.8,0
23.18,113.44,33.2,0.535,4.89,0.8,1
4.81,55.42,32.2,0.445,3.12,0.2,0
6.58,0.2,32.8,0.286,5.17,0.5,0
5.02,23.51,34.8,0.703,2.26,1.0,1
7.07,70.36,40.8,0.408,0.31,0.8,1
5.4,42.66,25.8,0.306,2.58,0.5,0
0.42,31.88,32.7,0.673,3.44,0.8,0
18.17,105.44,27.6,0.096,5.7,0.5,1
5.0,63.2,27.2,0.659,3.32,0.2,0
7.56,45.92,14.3,0.567,6.04,0.2,0
1.27,45.37,33.7,0.534,2.73,0.8,0
0.03,5.47,47.2,0.569,3.6,0.5,0
2.39,29.0,37.8,0.368,0.09,0.8,0
10.36,51.16,25.0,0.583,7.51,0.8,1
0.89,30.54,36.6,0.287,0.69,0.2,0
20.36,104.16,26.6,0.547,5.11,0.5,1
2.06,23.44,37.6,0.531,2.24,0.5,0
1.95,15.7,41.0,0.145,8.47,1.0,0
1.7,19.71,27.6,0.345,1.38,1.0,0
0.12,20.51,11.4,0.416,13.59,0.2,0
12.56,23.78,26.8,0.164,5.06,0.2,0
17.68,43.19,23.8,0.378,3.62,0.2,0
8.09,66.43,34.1,0.879,10.75,1.0,1
1.77,0.0,26.4,0.426,2.95,0.5,0
2.85,30.53,15.8,0.42,1.72,0.2,0
5.49,32.18,32.2,0.336,4.51,0.5,0
26.24,149.36,41.7,0.364,1.06,0.5,1
2.42,19.2,30.4,0.649,2.81,1.0,0
11.18,75.48,28.6,0.645,8.54,1.0,1
4.92,55.05,22.8,0.544,2.2,0.5,0
3.01,12.02,28.9,0.31,2.1,1.0,0
5.17,40.99,27.5,0.287,1.56,0.2,0
0.63,45.88,49.9,0.795,4.06,0.5,1
13.62,67.45,15.3,0.172,1.18,0.8,0
2.37,29.44,24.9,0.404,6.26,0.2,0
10.99,92.97,18.0,0.146,3.8,0.5,0
0.6,14.85,41.1,0.23,12.05,0.5,0
26.38,163.25,29.6,0.494,9.72,0.8,1
1.82,14.65,38.9,0.603,1.45,1.0,0
18.22,32.17,35.9,0.517,6.58,0.2,1
14.09,84.05,44.2,0.144,0.21,0.8,1
29.22,126.24,14.7,0.458,1.5,0.8,1
5.52,59.16,23.8,0.368,5.61,1.0,0
11.05,60.59,36.2,0.418,0.29,0.5,0
3.94,22.26,33.3,0.249,3.45,0.5,0
1.73,43.12,36.0,0.241,5.4,0.5,0
4.98,38.02,33.1,0.579,4.67,0.8,1
1.54,26.93,33.2,0.49,5.68,0.5,0
34.17,215.49,44.5,0.087,0.68,0.2,1
0.86,45.11,43.9,0.267,1.45,0.8,0
7.56,70.86,15.9,0.516,5.4,0.2,0
8.37,46.89,29.6,0.671,3.36,0.2,0
6.57,22.8,31.7,0.603,0.35,0.5,0
9.22,75.75,28.2,0.069,9.77,0.5,0
1.05,11.02,16.8,0.422,0.71,0.8,0
6.88,38.26,30.9,0.557,3.41,0.2,0
2.88,47.68,47.5,0.57,0.88,0.2,0
23.94,119.63,18.2,0.514,6.46,1.0,1
12.2,69.94,39.6,0.318,3.32,0.8,1
30.55,113.06,23.4,0.302,2.01,0.5,1
0.33,48.22,33.1,0.284,5.04,0.8,0
2.85,45.39,28.9,0.706,1.64,0.2,0
1.85,22.94,28.0,0.497,0.01,0.2,0
0.1,12.63,41.6,0.022,0.36,0.5,0
2.36,33.14,47.3,0.639,0.23,0.8,1
9.65,57.34,28.9,0.493,0.94,0.2,0
2.23,63.87,34.6,0.398,9.16,0.2,0
6.05,33.79,32.7,0.193,0.79,0.5,0
18.59,71.65,18.4,0.285,3.34,1.0,0
10.06,69.72,16.2,0.571,5.86,0.5,0
4.27,23.75,38.2,0.409,5.1,0.5,0
3.96,45.37,29.1,0.115,1.51,0.8,0
5.17,44.24,26.9,0.318,2.46,0.5,0
1.66,26.76,48.5,0.33,0.3,0.5,0
8.54,56.61,18.9,0.718,0.39,0.8,0
3.85,30.26,25.8,0.205,1.08,0.5,0
16.26,89.84,41.0,0.504,0.62,1.0,1
12.01,54.66,29.6,0.407,0.27,0.2,0
8.01,70.42,33.3,0.281,1.14,0.5,0
3.85,64.06,16.7,0.37,2.91,0.2,0
2.0,15.02,43.8,0.464,0.9,0.2,0
12.72,53.12,21.2,0.351,1.25,0.5,0
5.66,32.54,24.0,0.281,6.59,0.5,0
2.16,30.2,22.0,0.801,5.28,0.5,0
1.85,4.42,31.4,0.398,0.12,0.2,0
1.54,14.82,39.6,0.362,0.32,0.5,0
12.76,61.43,25.7,0.492,10.01,1.0,1
2.21,9.54,21.5,0.357,1.7,0.5,0
6.36,37.85,29.5,0.528,0.09,0.5,0
5.11,73.61,48.1,0.467,1.88,0.8,1
7.37,55.22,13.2,0.659,5.49,0.8,0
17.82,74.87,31.6,0.187,8.84,1.0,1
17.2,133.6,35.3,0.244,4.58,0.5,1
5.1,43.49,39.3,0.421,1.21,0.5,0
0.13,27.52,37.4,0.597,16.46,0.5,1
4.73,26.8,18.3,0.509,0.63,0.5,0
7.92,47.13,30.7,0.1,1.75,0.2,0
6.94,32.41,18.5,0.756,1.67,0.5,0
8.96,41.53,34.1,0.176,2.57,0.2,0
1.42,22.97,18.4,0.717,0.47,0.2,0
8.84,71.21,16.7,0.625,3.61,0.8,0
1.71,29.26,26.8,0.25,3.86,0.8,0
11.8,68.19,44.8,0.365,2.29,1.0,1
3.52,24.73,36.4,0.215,0.39,0.5,0
10.52,80.01,11.9,0.667,5.44,0.8,1
0.42,13.95,26.2,0.479,10.0,0.2,0
4.45,41.28,14.0,0.279,1.65,0.5,0
10.38,34.62,26.5,0.264,1.03,0.2,0
2.19,30.66,35.7,0.428,11.67,0.5,1
13.48,78.94,37.8,0.327,0.57,0.2,0
8.47,64.51,39.2,0.218,2.48,0.5,0
7.53,38.72,43.3,0.429,4.5,0.5,1
3.71,44.64,28.4,0.53,0.17,0.5,0
5.6,23.98,41.3,0.516,6.31,0.2,0
7.73,57.77,36.9,0.451,4.21,0.8,1
5.44,46.55,32.3,0.1,5.22,0.2,0
10.19,80.49,45.8,0.139,0.89,0.8,1
4.83,9.81,45.4,0.639,1.19,1.0,1
1.92,11.51,42.7,0.461,20.32,0.5,1
2.05,52.71,23.7,0.288,1.69,0.8,0
0.05,0.0,23.9,0.561,0.09,0.8,0
3.04,48.26,42.9,0.531,1.66,0.5,0
11.75,57.98,29.2,0.459,1.82,0.5,0
13.44,94.57,39.0,0.191,8.19,0.2,1
1.92,50.75,35.8,0.412,1.24,0.2,0
27.16,110.73,37.9,0.635,5.99,0.5,1
5.93,66.95,14.9,0.243,0.44,0.2,0
21.15,98.37,29.9,0.454,2.72,0.5,1
10.43,56.14,41.0,0.446,1.99,0.5,1
10.89,79.73,31.3,0.116,1.5,0.8,0
0.76,17.89,35.9,0.285,5.69,0.5,0
2.11,40.25,37.7,0.569,3.5,0.2,0
0.08,38.18,20.6,0.818,11.45,0.5,1
10.7,60.89,22.0,0.227,1.7,0.2,0
3.59,7.05,36.8,0.558,0.5,0.5,0
13.13,51.6,17.1,0.392,1.03,1.0,0
3.52,36.26,27.8,0.401,4.37,0.5,0
14.54,75.2,43.7,0.069,4.06,1.0,1
1.19,26.84,33.1,0.441,3.78,0.5,0
1.62,31.31,43.3,0.332,4.82,0.2,0
3.54,32.16,26.9,0.355,0.43,1.0,0
4.46,42.94,34.5,0.411,1.29,0.2,0
3.64,13.48,26.3,0.247,3.25,0.5,0
12.26,80.08,20.1,0.282,2.18,0.5,0
0.87,0.73,49.2,0.459,2.69,1.0,0
3.68,36.78,22.8,0.436,0.91,1.0,0
15.43,98.08,23.2,0.252,3.58,0.8,1
0.59,7.92,40.5,0.728,1.55,1.0,0
24.25,182.32,39.1,0.188,6.11,0.2,1
36.48,193.17,47.7,0.342,3.36,0.5,1
0.79,28.68,18.1,0.464,22.69,1.0,1
2.93,27.92,19.3,0.745,3.4,0.5,0
3.96,30.86,30.4,0.474,0.21,0.8,0
12.73,60.85,33.5,0.531,0.93,0.5,1
7.7,38.76,15.9,0.484,1.1,0.5,0
8.79,51.97,22.1,0.4,0.1,0.5,0
12.04,66.57,36.2,0.23,9.54,0.2,1
1.07,17.94,35.3,0.311,3.75,0.8,0
15.22,53.89,19.1,0.631,6.35,0.2,0
10.39,58.6,44.4,0.541,3.36,0.8,1
7.32,77.88,25.3,0.384,7.4,0.8,1
18.74,92.2,42.3,0.407,3.75,0.8,1
10.24,72.51,44.0,0.383,0.33,0.5,1
1.91,21.38,31.3,0.476,0.11,0.8,0
4.77,20.17,29.5,0.255,2.23,0.5,0
5.79,41.1,26.0,0.314,3.91,0.5,0
0.48,19.86,39.3,0.709,7.13,0.5,1
26.29,131.91,23.5,0.612,8.57,1.0,1
1.17,2.87,34.2,0.527,6.53,0.8,0
10.16,47.58,32.9,0.167,0.43,0.8,0
6.0,61.97,25.2,0.326,5.35,0.8,0
0.22,2.65,48.2,0.409,1.63,0.8,0
21.99,83.34,40.6,0.664,7.4,0.8,1
16.23,94.56,14.4,0.274,6.63,0.5,0
6.31,66.24,29.8,0.475,4.0,0.2,0
2.21,34.02,28.2,0.45,9.39,1.0,1
1.1,20.28,42.1,0.391,2.97,0.8,0
3.84,33.66,25.6,0.649,1.05,0.2,0
2.51,27.13,50.9,0.789,4.02,1.0,1
6.01,32.68,23.6,0.255,0.81,0.8,0
28.84,149.61,25.0,0.529,5.46,0.8,1
7.27,48.52,35.3,0.301,8.04,0.5,0
18.76,83.52,22.2,0.519,4.16,0.5,1
8.94,22.73,42.3,0.546,2.56,0.5,0
5.48,44.97,20.1,0.479,11.55,0.5,0
16.39,100.9,48.3,0.312,5.93,0.5,1
5.42,35.84,41.7,0.136,2.34,0.5,0
17.25,108.8,40.4,0.208,3.03,0.5,1
2.93,30.63,29.4,0.738,4.8,1.0,1
1.17,0.0,31.8,0.121,2.2,0.5,0
16.43,82.43,30.5,0.252,1.96,0.8,1
7.53,56.53,48.8,0.44,7.68,0.5,1
18.69,94.81,15.7,0.218,1.7,0.8,0
23.61,105.72,28.8,0.18,18.71,0.5,1
0.47,28.91,46.8,0.355,1.58,0.5,0
5.91,40.27,28.5,0.565,5.28,0.2,0
3.99,50.18,29.2,0.76,2.7,0.5,0
8.36,71.66,34.4,0.476,0.23,0.8,1
13.41,101.56,43.2,0.66,6.1,0.5,1
2.8,32.89,26.5,0.237,6.79,0.5,0
6.92,66.47,45.4,0.764,5.2,0.2,1
10.48,75.63,26.2,0.491,9.65,0.2,1
1.23,16.95,39.5,0.417,0.24,1.0,0
14.3,79.45,26.0,0.442,1.41,0.5,0
7.92,36.59,18.2,0.523,16.31,1.0,1
25.39,145.63,39.4,0.557,2.67,0.2,1
3.53,28.43,30.4,0.178,1.19,0.2,0
0.97,23.37,29.0,0.521,1.72,0.5,0
6.0,44.26,29.9,0.335,10.84,0.5,0
0.76,6.6,33.9,0.441,4.87,0.5,0
29.67,206.9,25.6,0.485,0.49,0.5,1
0.34,5.7,24.8,0.476,1.11,0.2,0
11.9,48.33,31.1,0.12,0.43,0.8,0
6.33,40.23,15.7,0.337,7.53,0.5,0
3.91,21.35,34.7,0.55,1.73,0.8,0
0.58,44.98,39.8,0.555,14.42,1.0,1
8.27,42.91,36.9,0.235,15.11,0.2,1
7.48,0.0,30.8,0.434,4.11,0.8,0
2.8,39.75,32.9,0.293,4.45,1.0,0
20.49,120.45,14.9,0.44,2.59,1.0,1
3.08,22.88,43.4,0.455,2.05,1.0,0
5.08,17.19,32.7,0.4,1.83,0.2,0
6.67,39.04,27.1,0.526,9.9,0.2,0
0.9,15.41,26.5,0.687,1.94,0.2,0
22.87,126.35,35.1,0.648,12.66,0.5,1
3.99,20.94,33.3,0.108,5.81,0.8,0
0.72,25.72,23.2,0.639,1.0,0.8,0
4.16,48.78,29.5,0.288,1.59,0.8,0
7.79,61.51,35.5,0.4,0.61,0.5,0
6.13,14.92,26.6,0.531,0.65,1.0,0
10.08,65.3,31.7,0.174,3.07,0.8,0
0.49,33.91,25.3,0.58,1.24,0.2,0
2.85,49.52,18.1,0.623,11.09,1.0,1
14.54,73.51,28.9,0.331,1.73,0.8,1
0.71,23.03,37.0,0.176,0.18,0.5,0
16.44,76.55,24.1,0.349,0.48,0.8,0
0.82,16.71,37.6,0.446,1.74,0.2,0
15.29,70.75,35.3,0.534,2.84,0.8,1
3.8,33.79,31.7,0.356,0.1,0.8,0
8.05,44.64,47.1,0.635,1.61,1.0,1
1.41,14.87,42.1,0.324,5.11,0.2,0
0.58,40.39,32.8,0.348,0.41,0.8,0
2.07,16.01,32.7,0.437,0.45,0.2,0
1.16,9.35,26.0,0.618,1.44,0.2,0
3.18,35.14,43.8,0.526,0.41,0.2,0
6.14,54.13,42.7,0.274,1.83,0.2,0
7.55,33.93,37.3,0.57,4.84,0.8,1
13.26,88.8,20.9,0.501,15.52,0.2,1
9.08,36.03,36.2,0.591,0.18,0.8,0
7.98,52.43,25.3,0.227,3.28,0.5,0
4.51,70.09,23.2,0.289,0.97,0.5,0
5.46,45.98,37.8,0.756,2.22,1.0,1
4.55,28.89,46.2,0.23,19.33,0.5,1
15.69,109.89,20.0,0.285,18.98,0.5,1
2.22,40.36,22.3,0.519,3.55,0.2,0
0.05,31.13,24.2,0.363,0.69,0.5,0
8.96,48.8,46.4,0.467,2.64,0.5,1
1.92,45.11,36.0,0.182,6.87,0.8,0
18.77,108.33,35.6,0.249,3.24,0.2,1
16.65,112.02,31.6,0.525,4.81,0.2,1
0.68,0.0,32.3,0.678,5.6,0.8,0
0.96,22.39,26.4,0.394,2.31,0.8,0
5.81,79.01,21.9,0.247,4.22,0.5,0
7.99,54.1,38.4,0.795,0.51,0.5,1
2.73,24.52,30.9,0.479,1.83,0.5,0
10.72,51.05,25.4,0.78,2.71,0.8,1
7.68,60.94,34.4,0.274,4.94,0.2,0
3.34,18.89,23.9,0.269,2.37,0.5,0
0.22,20.41,31.3,0.64,12.06,0.8,1
11.79,107.45,23.3,0.275,1.27,0.5,0
2.05,45.33,37.8,0.519,0.75,0.5,0
15.29,91.25,27.2,0.426,0.84,0.5,1
4.63,57.38,30.2,0.518,1.76,0.2,0
7.31,66.55,37.7,0.308,2.88,0.8,1
17.54,96.2,35.1,0.436,1.42,0.2,1
16.93,110.04,29.2,0.491,7.68,0.5,1
3.95,19.43,18.1,0.301,4.59,0.2,0
1.99,19.05,43.9,0.353,1.17,0.5,0
12.68,106.28,12.7,0.475,5.48,0.2,0
4.82,14.23,37.1,0.466,3.26,1.0,0
1.81,14.15,45.2,0.431,4.4,0.5,0
19.96,86.3,26.8,0.508,10.85,1.0,1
1.88,15.42,18.3,0.417,1.07,0.5,0
0.22,33.55,25.2,0.707,9.58,1.0,1
0.17,9.25,27.0,0.119,4.62,0.2,0
8.28,69.43,30.4,0.329,0.89,0.2,0
9.21,64.0,32.0,0.561,9.09,0.2,1
3.17,24.74,36.8,0.408,2.21,0.8,0
3.28,32.2,42.9,0.145,0.88,1.0,0
3.53,22.83,30.7,0.736,1.18,0.2,0
9.69,55.72,37.4,0.211,4.95,0.8,1
0.51,8.15,20.8,0.122,10.89,0.2,0
22.5,97.29,27.4,0.249,1.03,0.5,1
2.14,38.08,20.4,0.292,9.45,0.8,0
65.0,280.0,35.9,0.311,0.25,0.5,1
1.6,21.2,43.2,0.291,0.51,0.5,0
12.55,81.0,42.3,0.596,1.71,0.8,1
2.15,0.0,27.4,0.253,3.37,0.5,0
0.72,51.37,24.7,0.554,3.24,0.2,0
17.67,111.35,25.9,0.664,0.17,0.5,1
16.64,62.8,26.3,0.14,0.14,0.5,0
4.39,14.72,18.7,0.456,4.09,0.8,0
10.3,51.52,21.1,0.399,2.24,1.0,0
6.92,34.86,24.1,0.745,2.49,1.0,0
16.29,125.68,12.7,0.152,0.12,1.0,0
3.22,41.69,16.6,0.479,25.0,0.5,1
6.3,57.05,36.1,0.461,3.38,0.2,0
5.65,32.21,34.1,0.243,9.33,0.2,0
3.71,56.82,45.2,0.466,1.73,0.8,1
18.88,134.73,29.3,0.535,3.13,1.0,1
1.54,35.03,30.3,0.368,2.11,0.8,0
1.38,44.86,17.9,0.573,0.48,0.8,0
7.31,26.78,21.9,0.71,2.17,1.0,0
9.11,86.13,35.9,0.189,1.02,1.0,1
1.84,24.17,24.7,0.227,1.16,0.2,0
4.21,39.51,38.2,0.533,5.31,1.0,1
24.9,122.99,36.3,0.344,1.59,1.0,1
